AC149090.1
2310033P09Rik
Lrrc7
Snrpn
Gm49356
Zmynd8
Chrm2
Retn
Zfp451
Ms4a5
Glipr1
Fmo4
Ppp1ca
Gm26759
2410137M14Rik
Gm26823
Zfp654
Arrb2
Atp6v0d1
Gm13344
Olfr73
Dyrk3
Gm12216
Gm15046
Sh3kbp1
March6
Kat6b
Bcl2l1
Gm28375
Gm10062
Gm33201
Rbfa
Ralgps1
Oprd1
Egln1
Hes1
Setd6
Dynlt1a
2810001G20Rik
Swt1
Fam49a
Gng4
Arhgap27
Tspan6
Brinp2
Gm29154
Inpp4b
Arhgap31
Nkapl
Calb1
Pygb
3110039M20Rik
Hpcal4
Hsf2bp
AC161199.1
Atxn10
Pfdn2
Gm47251
Rbm28
Gm10135
Psmb2
Ap2a2
Lad1
Dagla
Gm47423
Apex2
Fut9
Metap1d
Kcnc2
Gm15545
Gpr26
Syt5
Trim9
Sergef
Slc38a10
Cotl1
Tmem108
Etfa
Galc
Rgl1
Fndc3a
Zfp109
Ago3
Jakmip1
BC029722
Tbc1d2
Hdac4
Jcad
Trim46
Hnrnpu
Csmd2os
Zfp94
Bhlhe41
Sesn3
Pop5
Hrh1
Gm20642
Gm49003
Rnf157
Gm26835
B630019A10Rik
Slc35b2
Ahcyl2
Cbx7
Gm14327
Rgma
C1ql3
Pcyt1a
Gm13427
B230219D22Rik
Sobp
Klk11
Tectb
Acss1
Postn
Prpf3
Tlcd2
Srpk2
Zfp788
Ttc38
Ralyl
Btbd9
Napa
N4bp3
Gm30054
Htr1b
Olfm2
AC079680.1
Acot8
Card11
Prkdc
Mapk8ip1
Efna2
Gnas
Gm16230
Gm12953
Ftsj1
Atpaf1
Haus6
Anapc5
Fbxw11
Gm45533
Ptms
Akap13
Lin7a
Ccdc68
Srsf11
Ttc3
S100a1
Casp1
Olfr275
Nr1d1
Unc5c
Malsu1
Plk5
Cntln
Ripor2
Csn1s2a
Igsf10
Gm26721
Pfkm
Csmd2
Dlgap4
Gm16253
Gm15738
G3bp1
Kcnh3
Gm26722
Ttc39a
Gm48597
Zfp407
Osgin1
Ctdspl
Pnma3
Dlgap1
Fam114a2
Sssca1
Mapk10
Dbndd2
Mia3
Bcl7a
Gm34237
Dnajc14
1810046K07Rik
Tex21
D5Ertd579e
Itga1
Rassf3
Srgap3
Cstf2
1700126G02Rik
Cyld
Rprd1a
B3galt4
Nell1os
Arf5
Cidec
Gm16058
Cck
U2af2
Gm10308
Lrrc45
Grifin
Morf4l2
Gm21680
Exosc2
Adra1b
Gm15598
Diaph1
Gm10658
Actl6a
Gm21798
Gm26954
Add1
A930002C04Rik
Eif2s2
A730056A06Rik
Gm16599
Tmem74b
Exosc3
Abcb7
Ano3
1700001O22Rik
Spryd3
Rasgef1c
Acot2
Prrc2a
Stard10
Zfp787
Lrrc36
Cbln4
Gm44949
Tfpi
4930509J09Rik
Ebag9
Pgap3
Fbxl17
Ypel3
Dym
Gm5724
Dohh
Fam208a
Large1
Gm32585
Ppih
Pcdh10
Map4
Pbx3
Mab21l3
Nudt21
Zfp438
Zfp1
Aqr
Pea15a
Cpne5
Csnk2a1
Bod1
Dlgap2
Lingo3
Tigd2
Gstz1
Psmd9
Rps6kb1
Rapgef4os1
Gm46124
Specc1l
Ptprr
Slc12a2
Gsta3
5031425E22Rik
Maff
Gm6034
Gm48770
1700044C05Rik
Mta1
Dph6
Atad3a
Sema6b
Gm28981
Epp13
Gm11808
Nab1
Gm17545
Tm6sf1
Ccnt2
Fgf14
Cyb5d1
Zfp354c
Ndfip1
Ube2s
Srsf7
Olfr138
Hist1h2bb
Ica1
Sult2b1
Ube2d1
Chic2
R3hdml
Pxdn
Cubn
Kcnd2
Hs6st3
Hkdc1
Cyp46a1
Ssbp2
Usp5
Noc2l
Ube3b
Lgals3bp
Tomm20l
Ankrd13c
Lmtk3
Pkd1l3
Cd247
Olfr410
Paxbp1
Gm48807
Mettl8
1600010M07Rik
Fam92b
Aasdhppt
Igf2bp3
1700063H06Rik
Ptprg
Nus1
Plekha5
Dennd4c
Col19a1
Ddx6
Dnmt3l
Psrc1
Cep76
Acad10
A430033K04Rik
Gm13362
Adam11
Rmst
Ndrg4
Lrrc31
1700088E04Rik
Vps41
Habp4
Cyp2j9
Rundc1
Fchsd2
6030443J06Rik
Gm11690
Elmsan1
Gm48281
Itsn1
Fbxl6
Nudt12os
Uvssa
Etd
Dync1i1
Nox1
Srrm1
Vps13c
Zdhhc4
Gucy1a1
Cpq
Slc9a2
Cpne9
Ctxn1
Zfpm2
Kmt5b
Zfp981
Gm30771
Ttc5
5430403G16Rik
Isoc1
Dbpht2
Zfp112
Gm26920
Zbtb25
Fbrsl1
Vwa5b2
Elp6
Naxe
Thap3
Ncapg
Grasp
Col9a2
4933407I08Rik
Hist3h2ba
Zbtb1
Zwint
Gm47782
Vwa5a
Slc19a1
Folr1
Cdc73
Eps8
Plpp6
Hspe1
Slc4a10
Rita1
Cntn5
Pde6d
Ppia
Dgkg
Gm44172
Eif1
Slc35a4
Cfap69
Pet100
Sdf2l1
Cox8b
Gja4
Zfp362
Riok3
Utrn
Pdp1
Mtap
Lrp1b
Ttc39d
Cdk5
Pkig
Kif18a
Rbm5
Ulk4
Map6
Slfn14
Atg2b
Ropn1l
Kyat3
Spint3
Fam160b1
Spata13
Smim11
Prtn3
Cep290
Enah
Efs
Gm14330
Rbm46os
Olfr1156
Gm36235
Tmem196
D130017N08Rik
Ccdc17
Anapc11
Ppm1n
Crip2
Odf3b
Tkt
Adam2
Zmynd12
Bcorl1
Snx7
Snx21
Dnmt3c
Mrps28
Htr3a
Ndc1
Zranb2
Gpx8
Sos2
Abca9
Slc5a10
Dpm3
Gm33246
Mapre2
Chd9
Galnt13
Sertad1
Gm26786
Gm21972
2700062C07Rik
Rcan3
4933421D24Rik
Dhx57
Tmem182
Zc2hc1a
Zfp110
Dzip1l
Stx4a
Vmn1r197
Mbl2
Phf21b
Araf
Zfp811
Gm37240
Hcfc1r1
5730522E02Rik
Zgpat
Gm37753
Becn1
Fbxl2
Apbb2
Cnbd1
Wdr61
St7
Gm16322
Tmem106c
Bcl9
Txn2
Nrd1
Gm15494
Zfp513
Cep97
Sparcl1
Elk3
Hmgn2
Gm43713
Ppp1r3f
Gsap
Mpped2
Enox1
Gm48970
Tspan14
Gm39244
Gm29114
Etaa1
Nap1l5
Tcf7l1
Nudcd2
Gigyf2
Nr5a1os
Fndc3b
Utp14a
Gm5532
Sbk1
A630072L19Rik
Ccdc158
Gm37229
Grid2
Gtf2h3
Fxr1
Dock10
Fhad1
Nt5m
Tmem63b
Arhgap15
Pramef20
Cldnd1
Cxxc1
Zfp57
Letm2
Gabra1
Gm14322
Vsig8
Lrrfip1
Gm40331
Magi1
Recql
2810004N23Rik
Cfap54
Gm16347
Elp4
C920006O11Rik
Slc22a7
Ptprj
1700111E14Rik
Klhl38
Vangl2
Erlin1
Fstl4
Slirp
A330008L17Rik
Gm44955
Jph1
Fbxl13
Polr2e
1110002J07Rik
Ncmap
Ndufs3
Slc9a5
Fbxo22
Scg5
Gm38093
AC154568.1
Msl3l2
Gm31518
9530036O11Rik
Ptprn
Gm14372
Rap1gap
Vmp1
Cma2
Zmat4
Ankrd54
Dcaf6
C5ar1
Ogfod3
Gm47823
Atp1a3
Dsp
Fdxacb1
Naa60
D1Ertd622e
Camk2b
Pam16
Ankrd33b
Slc10a6
Mllt3
Perp
Pola1
Arpc2
Rsf1
Ktn1
Erfe
Ccdc88c
Irf9
Sel1l
Ccdc94
Gm44851
Polk
Dcaf12l2
Gm9949
Dtna
Ncdn
Gm42817
Gm37134
Gm17202
Sall1
4933416C03Rik
C920021L13Rik
Rnf130
Gpbp1
1700064M15Rik
Agrn
Zfp120
Dtnbp1
Mtif2
Tspyl2
BC016548
Hjurp
Dbnl
Rock2
Lrif1
Arl3
B230118H07Rik
Gins2
Frrs1l
Faf2
4930448H16Rik
Praf2
Rbl2
Prdm15
Slc22a18
Gm12212
Plk2
Il23a
Slc3a1
Tnfrsf17
Camk2n1
Cyp20a1
AC129328.1
Gssos2
Osbpl11
Scg2
Ccdc51
Zfp692
Pdss2
Penk
Uqcrc2
Sept7
Klhl31
Nat2
Mindy1
Kcnj4
Gm10415
Tmem267
Gm10603
Kidins220
Pggt1b
Kcp
Bmyc
Sipa1l1
Mpeg1
Slc26a6
Gpr20
Spn
Klhl18
Card10
Gm16092
Synj2
Gm43177
Otub1
Gm10754
Hras
Kcnb2
Bbip1
Zdhhc22
Zfp335os
Aatk
D330050G23Rik
Pmaip1
Gm12265
Pnpo
4930473A02Rik
Slc39a10
Ankib1
Gatad2b
Chd4
Dkc1
Nat8f6
Dbf4
Bccip
Gm13062
Gm26658
Tomm7
Lrp3
Grk5
Vamp4
Tmem246
Spock1
Gm26718
Chil4
Bdkrb2
Gm35611
Clip2
Arhgap10
Far2os2
Lpgat1
Chd2
Krit1
Mapt
Rsph10b
Efnb1
Amn1
Fgf1
Rnf115
Dusp7
Rsph9
Gm4221
Chuk
Kat6a
Itih2
Gm15810
Nlrp3
Mxd4
Prrc2b
Nop56
Pnn
Fgd4
Spc25
Gm38991
Gm20597
Zfp715
Gm43698
Trim30a
Rmnd5a
4930573H18Rik
Gm28068
Tgif2
Mro
Eps8l3
Tmem51os1
Swi5
Susd3
E530011L22Rik
Ankrd26
Hprt
4921539E11Rik
Gm12569
Gm37634
Zfp273
Trak1
Bsn
Capza1
Ogdh
Zic3
Gm15491
Slc17a7
Gm43122
Abcb11
Parvb
Fam110b
Scpep1
Tanc1
Pomgnt1
Trim71
Top1
A930031H19Rik
Wdr53
Scrt1
Fam26e
Rbm18
Psmd13
Avl9
Brox
Gm14296
Skint3
Wasf1
Gm32364
Fblim1
Lipo5
Galnt16
Igsf1
Gm15417
Ar
Gm8113
Gm46416
Gm3115
Dusp5
Gm47156
Gm15594
Ccdc92
Hmga2
Pdzd4
Olfr876
Igsf9b
Armc2
Gm34388
Il15ra
Gm4211
Acsbg2
Rhcg
Slmap
Slamf1
C1qtnf9
Pitpnm2
C2cd3
Rcor1
Gm13830
Trim39
Lgi1
Mctp1
Cinp
Chek1
Tpbg
Gm26917
Atp1b3
Arpc5
Pde8b
Slc29a2
Cnih1
4930587E11Rik
Mettl7a1
Gm47682
Ggps1
Areg
Vmn2r17
Fam171b
Nemf
6530411M01Rik
Cyp2d26
Gm48749
Nktr
Kcnh4
Mcur1
Zfp458
Morf4l1
Nans
4930543N07Rik
Dtd1
Hipk4
Tmem202
AW146154
Edc3
Rrm2
Lrrc24
Slc5a4a
Dnajc19
Gm15690
Alg5
Ier2
Gm21119
AC154683.1
Pcbp4
Tbc1d22bos
Hnrnpr
Prom1
Map7
Gm17473
Dennd4b
Serpinb6b
Med9os
Rpa3
Mgme1
Gm38997
Atp5o
Saraf
Cep112
4933425B07Rik
Unc79
Atp6v0d2
Tespa1
Emsy
Gm10053
Gm14167
Ubtd2
Zdhhc5
Gm10684
Rpl6
Frem3
Gm26734
Fkbp8
4930469K13Rik
Klhl21
Fam189a1
Gm21663
Tg
Trip4
Mapk11
Cnot6l
AC124455.1
Tubg2
Gm26749
Gm15853
Gm28494
Gm13974
Cs
Gm43262
Far1
Klhdc10
Sirpb1b
Slc35f4
Rsf1os1
Psmg4
Rimbp2
4930479D17Rik
Ap1ar
3110021N24Rik
Lgals4
N4bp2l2
Synpo
Exoc1
Ccr9
Drap1
Inpp5a
Sox18
Oxct1
Fcho2
Pgpep1l
Ribc2
Zfp260
Zfp280b
Gm26909
Npr3
Slc23a2
Gm29866
1700057H15Rik
4930590L20Rik
Larp7
Cyfip2
Scai
2410018L13Rik
Luc7l2
Naa40
Spire1
Otud7a
Spata46
Zfp36
Gm26770
Trub1
Rasal1
Pik3r2
Olfr239
Cadm2
Arhgef39
Vrk1
Slc39a14
Myo16
Igfbp7
Mapk8
Ppcdc
Il27
Fam69a
Cbr4
Olfr1264
Xkr5
Ncoa1
Fam180a
Rhot2
Prmt6
Gm29650
Htr2a
Vmn2r73
AC117232.1
Gm26821
Cct6b
Adam15
Gm11844
Gm10706
Ubxn4
Mmp16
Parva
Rbm46
Zfp608
Lmod1
D930007P13Rik
Plcb2
Prss35
Mgp
Coro1b
Gm48559
Mrpl48
Gm28914
1700030F04Rik
Tex11
Adad2
Gm49046
Cul9
Kcnab2
AB041806
Il13ra2
Slc25a42
Prl5a1
Ltbr
Plekha8
Elof1
Etfdh
Eif4g3
Trnp1
Rabggtb
Nr3c2
Cul1
Gm8237
6430550D23Rik
Mbtd1
Mmp24
Hsf2
Med6
Gm45572
Aqp4
Map4k3
Bmp6
Gm43251
4921501I09Rik
Gm29291
Ahcy
Gm29771
Socs5
Tmem130
Gm32742
Phf2os1
Mospd3
Gm26964
Has2
Cnih2
Eif3k
Laptm5
Panct2
Rif1
Steap1
Cnbp
Ereg
Pde5a
Gm47902
Olfr212
Gm31784
Igf2r
Ulk1
Zfp868
Hmgcl
Kdm6a
Ccpg1
Gm28379
Camk2g
Zfr2
Camk2n2
Pde4a
Gm14329
Cab39l
Vps39
Nubpl
Dusp13
Zer1
2610507B11Rik
Slc41a2
Gm13919
Gm11290
Fbxl20
Blnk
Hspa4
Syt10
Pex5
4930579G24Rik
Spry1
Usp44
9430060I03Rik
Matk
Gm14120
Ciart
Acp4
AC137513.1
Apobec1
Alpk1
Snhg6
Hnrnpm
E030025P04Rik
Gm26745
Tbc1d2b
Pmepa1os
Vmac
Tmem201
Gm27019
Stim2
Trh
Plk4
Prr5
Slain1os
Gm15891
B930018H19Rik
Slc28a1
Cwc15
Dnah2
Capn10
AC154428.1
Gm43507
Mfn2
Actn1
Dock11
Gpr176
4930465M20Rik
1700012J15Rik
Gm42722
Sat1
Trpc5
Gm829
Rlim
Gm35298
Eif5
Tjp3
Leprotl1
Gm26698
Duxbl3
Asph
Fancb
Vgll3
AU022793
Syngr3
Aldh1b1
Gm37800
Slc46a2
Col10a1
Elmo1
Gm5901
Fam193b
Phf19
Sgce
Zfp932
Il6ra
Sfxn3
Pdrg1
Gm20735
Pim1
4930465K09Rik
Cacna1d
Zfp830
Gm29776
Actb
Gm10516
Crym
Sdcbp
Hist1h2be
Ntn1
4930509K18Rik
1200007C13Rik
Tnip2
Grn
1700017B05Rik
Rnf39
Brd4
Gm36251
A230083G16Rik
Cdip1
Tspyl1
Palmd
4930445N18Rik
Eif1a
Polr3k
Acacb
Ptpa
Ncapg2
Ccdc36
Ank
Rgs7
Rsad1
Hnf4g
Plcl1
Lrp1
A930033M14Rik
Cdiptos
Rbm42
Cdh2
F530104D19Rik
1700021N21Rik
Cd52
Hnrnph3
Ndufb2
Car14
Pygo2
Setd1a
Brpf3
Lrba
Rell1
Stc1
Gm47767
Fem1a
Rfx2
Sh3rf3
Gm11417
Aatf
Ppil2
Park7
Ubxn2b
Chd1
Bcl2l15
Gm40513
Cacna1g
Fam228b
Pus1
Gm3764
Ppp1r13b
Unc45b
Gm33501
Tecpr2
Brsk2
Gm35035
Rint1
Gm13209
Kat7
Tfe3
Map2k7
Gm44686
Klrb1a
Pxdc1
Csmd3
Htr1f
Coq5
Slc16a7
A230083N12Rik
Hnrnpf
Cdh9
Atcay
Dgki
Gm14009
Frs3os
Zscan22
Pih1h3b
Gm39473
Zfp408
Krr1
Gm14168
Zmynd15
Per1
Gm49179
Lrg1
Gsdmd
Prss51
Trrap
Tcea1
Slain1
Myo1b
9330161L09Rik
Purg
Csf2ra
Pglyrp1
Exo5
Cxcr6
Gm17586
Gpr137b
Cabin1
Btf3l4
Apbb1
Tia1
Dusp8
Ythdf2
Cacul1
Hes5
Samd10
Mapk1
AC165953.2
Tle3
Zyx
Mpp3
Gm3435
Kifc3
Ascl4
Slc35c2
Nrep
Cacng3
Gm33524
Efcab6
Stxbp5
Wnt1
Olfr1272
Gm15489
Tubal3
Spr
Rhbdl3
Gdf10
Dgkh
Atg4c
Alg6
Gm34667
Zfp68
Thrb
Ap5z1
Calm1
Gm31063
Lamc1
Acvr2a
Phf14
Gm42997
Dbndd1
Bmp8b
Gm44072
Gpcpd1
Npdc1
Cox8a
Gm28424
Mitf
Gm12088
Epn2
Dnah1
Gm12301
Apold1
Gm32764
Guca2b
Eda2r
Gm1979
Hist1h2bn
Unc13c
Sh3bgrl2
Casq1
Gm45881
Gm49163
Smg9
Ifi44
Rbm34
Tiam2
B3gnt8
Camta2
Gm12184
Gm29264
Peli1
Gm3848
Hrk
Gm10561
Elf4
Zfp994
CT025619.1
Ptpn3
Gm13619
Ankrd24
Ndufb8
Olfr727
Mgat4b
Mfap5
4933406I18Rik
AC168977.2
Rnps1
Magi2
Osbpl1a
Zfp729b
Olfr164
Gm33206
Gm11998
Pah
Vav2
Rpl10
Zfp961
Sox21
Nup153
Hpgds
Tdh
4933440J02Rik
Itm2c
Rtl9
Optc
Sptlc1
Gm21704
Slc52a2
Ehd3
Dnah7c
6330418K02Rik
Gm45717
Krt73
Gclc
L2hgdh
Ncam2
Atr
Fbln2
Map3k2
Tbccd1
Snf8
Vsig1
Acsl5
Abcd2
Gm15679
Phactr1
Gm6270
Rad51ap2
Ppp6r2
Gm47972
Gm32281
Olfr968
Acod1
Gm47409
Htr4
Syt11
Tmpo
Oxa1l
Mrpl34
A2m
Eef1g
Alx4
Gm37267
Zc3h7b
C230057M02Rik
Snd1
1190005I06Rik
Bloc1s6
Gm42851
Prok2
Pigr
Gm15343
Lrtm2
P2ry2
Gm13179
Smpd1
Tcf20
1700121N20Rik
Parp1
Atp6v1g3
Ggt7
Gm13027
Adcyap1
1700124L16Rik
Gm46123
1810010H24Rik
Sptbn1
Zfr
Gm4792
Gm17089
Mrps14
4930461C15Rik
A1bg
Ubn2
Tac1
Gm37459
Gm47729
Gm30709
Vsx1
Spata31d1a
Gm11832
Ints1
Dda1
Slc25a32
Ppard
Gm29530
S100a6
9530014B07Rik
Zfp346
Snapc2
Arhgap27os3
Ppwd1
Samd3
Gm48277
Gm34322
Trpm1
Yy1
Nxf2
Nudt12
Il17b
Atp6v0b
Parp2
Fam131c
Gm16295
Vma21
Obox1
Serbp1
5930412G12Rik
C230024C17Rik
Ercc2
Mindy2
Vmn1r202
Actr1a
Cep295
Dph7
Nucb1
1700013N06Rik
Smyd2
Myo19
B230323A14Rik
Gm28919
Gm45889
Fam43a
Strada
Igf2bp1
Phf12
Als2cl
Dus4l
Kmt5c
Gm10366
Osbpl8
Cd300lf
Tmem44
Epop
4930567H12Rik
Tipin
Gm49207
Adcy10
Tmem234
Map1a
Sidt1
Gm45631
1700120C18Rik
1700097N02Rik
Ska3
Rev3l
Nub1
Lyn
Plekhg1
Gm48724
Srgap2
Gm3898
Rbm25
Rps6ka5
1700028J19Rik
Tbce
Gm33843
Anapc15-ps
Atp8a2
Gskip
Tpx2
Etv6
Spock2
Emc7
Hif1an
Dgcr2
Kctd12b
Slc6a15
Rad21l
Zcchc6
Prpf39
Rwdd3
B230217C12Rik
Nudcd3
Dsc2
Rab13
Hcrt
Fyco1
Itga5
Tpcn2
AC168090.1
Kri1
Strn4
1700031F05Rik
Gm28036
Adipoq
Kpna2
Lasp1
Mrpl49
Ccdc125
Dnajc5g
Neurl1b
